"user_id","age","gender","married","has_children","total_sessions","total_flights_booked","total_hotels_booked","total_cancellations","average_flight_discount","discount_flight_proportion","avg_hotel_discount","avg_base_fare_usd","scaled_ads_per_km","total_checked_bags"
"486113","47","F","1","0","8","2","2","0","0.17500000000000000000","0.25","0.12500000000000000000","373.8150000000000000","0.00007452436521197846","1"
"486191","67","F","1","0","8","0","1","0","0.10000000000000000000","0.375","0.00000000000000000000","","",""
"486261","37","F","0","0","8","1","2","0","0.10000000000000000000","0.25","0.00000000000000000000","1230.4500000000000000","0.00009659271380143941","0"
"486268","25","F","0","0","8","0","0","0","0.45000000000000000000","0.125","0.12500000000000000000","","",""
"486270","27","F","0","0","8","2","3","0","0.13333333333333333333","0.375","0.00000000000000000000","563.0050000000000000","0.0000635076302445521","1"
"486366","47","F","1","0","8","1","3","0","","0","0.12500000000000000000","686.3800000000000000","","1"
"486447","25","F","0","1","8","2","1","1","","0.125","0.37500000000000000000","544.4100000000000000","","0"
"486454","45","M","1","1","8","3","3","0","","0","0.12500000000000000000","295.6233333333333333","","0"
"486605","29","F","0","0","8","1","1","0","0.10000000000000000000","0.25","0.25000000000000000000","327.4400000000000000","0.00005690020170784289","0"
"486671","54","F","1","1","8","5","4","0","0.05000000000000000000","0.125","0.00000000000000000000","557.7660000000000000","0.0000057655400382372445","2"
"486751","49","F","1","0","10","5","4","1","0.05000000000000000000","0.2","0.30000000000000000000","715.7860000000000000","0.0000032295144107393333","4"
"486823","25","F","0","0","8","3","2","0","0.05000000000000000000","0.125","0.25000000000000000000","973.7333333333333333","0.000005853126075375775","1"
"487002","19","F","0","0","8","1","1","0","0.07500000000000000000","0.25","0.00000000000000000000","163.1500000000000000","0.00016555551081227457","0"
"487036","40","F","1","1","9","1","1","0","","0","0.22222222222222222222","285.5000000000000000","","1"
"487040","35","F","0","1","8","3","2","0","0.08333333333333333333","0.375","0.12500000000000000000","373.0666666666666667","0.000039746706294696","3"
"487101","39","F","1","0","8","4","4","0","0.05000000000000000000","0.125","0.12500000000000000000","479.0125000000000000","0.000004778205748071341","2"
"487276","64","F","1","0","8","3","4","0","0.06666666666666666667","0.375","0.00000000000000000000","407.3566666666666667","0.000026736129130237688","2"
"487352","17","F","0","1","8","1","2","0","0.05000000000000000000","0.125","0.25000000000000000000","295.3900000000000000","0.000013748557169904247","0"
"487453","41","F","0","0","8","7","6","1","0.10000000000000000000","0.25","0.50000000000000000000","309.9414285714285714","0.000008417368101709762","4"
"487637","51","M","0","1","8","2","3","0","0.10000000000000000000","0.125","0.12500000000000000000","342.1050000000000000","0.00001948745510989613","1"
"487680","49","F","1","1","9","4","4","1","","0.1111111111111111","0.22222222222222222222","686.7175000000000000","","1"
"487715","48","F","1","0","8","6","5","1","0.10000000000000000000","0.25","0.37500000000000000000","804.9216666666666667","0.000005674627456411781","1"
"487858","40","F","1","0","8","2","3","0","","0","0.00000000000000000000","479.8500000000000000","","1"
"487954","40","M","0","0","9","3","4","0","0.33333333333333333333","0.3333333333333333","0.11111111111111111111","721.3866666666666667","0.00011798887001186298","2"
"488009","46","F","0","0","8","2","1","0","","0","0.00000000000000000000","59.7300000000000000","","0"
"488099","16","F","0","0","8","0","0","0","0.07500000000000000000","0.25","0.00000000000000000000","","",""
"488246","17","F","0","0","8","0","1","0","0.11666666666666666667","0.375","0.25000000000000000000","","",""
"488314","56","F","1","0","8","5","5","1","","0.125","0.50000000000000000000","458.1580000000000000","","3"
"488410","50","F","1","1","8","3","3","0","","0","0.00000000000000000000","196.9566666666666667","","1"
"488430","16","F","0","0","8","2","1","1","0.12500000000000000000","0.375","0.12500000000000000000","2466.9700000000000000","0.000006144861904086747","0"
"488462","44","F","1","0","8","4","5","0","0.05000000000000000000","0.125","0.25000000000000000000","157.9525000000000000","0.000009794877223951576","1"
"488480","41","M","1","0","8","3","2","1","0.20000000000000000000","0.5","0.25000000000000000000","574.1966666666666667","0.00006426173237524297","2"
"488511","44","F","1","0","8","2","3","0","0.17500000000000000000","0.25","0.00000000000000000000","416.4250000000000000","0.00008241947271566738","0"
"488529","46","F","1","1","8","3","3","0","","0","0.37500000000000000000","640.7633333333333333","","1"
"488539","49","F","1","0","8","0","0","0","0.15000000000000000000","0.125","0.12500000000000000000","","",""
"488672","48","F","1","0","8","3","4","0","0.20000000000000000000","0.125","0.12500000000000000000","386.6800000000000000","0.00003817655582906826","2"
"488827","36","F","0","0","8","6","4","0","0.30000000000000000000","0.125","0.25000000000000000000","191.1300000000000000","0.00004640451756109841","2"
"488865","35","F","0","0","8","3","3","0","","0","0.12500000000000000000","191.7000000000000000","","3"
"488870","57","F","1","1","9","3","4","1","0.10000000000000000000","0.2222222222222222","0.22222222222222222222","689.7450000000000000","0.00001350335753025214","2"
"488918","46","F","0","0","8","6","5","0","","0","0.37500000000000000000","565.3433333333333333","","3"
"488974","54","F","0","0","8","3","2","0","0.10000000000000000000","0.25","0.12500000000000000000","150.9500000000000000","0.00004448819723032003","2"
"489096","38","F","0","0","8","3","3","0","0.25000000000000000000","0.125","0.00000000000000000000","739.8266666666666667","0.00003042551503870737","0"
"489131","23","F","0","0","8","0","0","0","0.10000000000000000000","0.125","0.12500000000000000000","","",""
"489575","44","F","1","1","9","4","4","0","0.20000000000000000000","0.2222222222222222","0.00000000000000000000","232.3175000000000000","0.00007111875630311874","3"
"489635","47","M","0","0","8","4","4","0","0.39999999999999990000","0.125","0.00000000000000000000","634.1900000000000000","0.00002981607077846108","2"
"489661","19","F","0","0","8","0","1","0","0.20000000000000000000","0.125","0.00000000000000000000","","",""
"489730","42","F","0","0","8","4","2","0","0.10000000000000000000","0.25","0.00000000000000000000","370.0200000000000000","0.000022919718074454287","2"
"489785","36","F","1","1","9","3","3","0","0.15000000000000000000","0.1111111111111111","0.22222222222222222222","191.5700000000000000","0.00004673825754126329","1"
"489786","50","F","1","0","8","0","0","0","0.15000000000000000000","0.125","0.25000000000000000000","","",""
"489802","38","F","1","0","8","1","1","0","","0","0.00000000000000000000","344.3200000000000000","","0"
"489844","47","F","1","1","8","2","3","0","","0","0.25000000000000000000","536.0250000000000000","","2"
"489852","49","F","1","0","8","1","2","0","0.05000000000000000000","0.125","0.12500000000000000000","690.0300000000000000","0.000026317490847969633","1"
"489949","47","F","0","1","8","4","3","1","0.12500000000000000000","0.375","0.12500000000000000000","1622.5075000000000000","0.000008404892467094675","0"
"489953","39","F","0","1","8","6","5","0","0.15000000000000000000","0.125","0.12500000000000000000","431.0066666666666667","0.000015231494489146665","5"
"489992","28","M","0","0","8","2","3","0","0.05000000000000000000","0.25","0.12500000000000000000","622.1550000000000000","0.00002027788455573811","1"
"490040","45","F","1","0","8","3","3","0","0.15000000000000000000","0.375","0.12500000000000000000","1064.9866666666666667","0.00004150410312526973","0"
"490107","36","F","0","0","8","5","5","0","0.17500000000000000000","0.25","0.37500000000000000000","313.3260000000000000","0.000040083044415113916","4"
"490133","49","F","1","1","8","3","5","0","","0","0.12500000000000000000","366.7700000000000000","","3"
"490201","41","F","0","1","8","2","2","0","0.15000000000000000000","0.125","0.25000000000000000000","367.8250000000000000","0.0000366695741413092","2"
"490348","37","F","0","0","8","1","1","0","","0","0.00000000000000000000","410.5400000000000000","","1"
"490358","27","F","0","1","8","2","2","0","0.12500000000000000000","0.25","0.12500000000000000000","566.6250000000000000","0.00004070658997598938","3"
"490517","50","F","1","1","8","3","1","0","0.10000000000000000000","0.125","0.12500000000000000000","189.1200000000000000","0.000040768353567293925","3"
"490576","56","M","1","0","8","2","2","0","0.12500000000000000000","0.25","0.25000000000000000000","318.3100000000000000","0.000047878762777507184","1"
"490608","34","F","0","0","9","2","1","0","0.07500000000000000000","0.4444444444444444","0.11111111111111111111","662.4000000000000000","0.00006454871166599104","3"
"490629","36","F","0","1","8","4","4","0","0.10000000000000000000","0.125","0.00000000000000000000","137.7450000000000000","0.00002174828471160098","2"
"490671","35","F","0","1","9","4","3","0","0.10000000000000000000","0.1111111111111111","0.11111111111111111111","124.1925000000000000","0.00003080317749352933","4"
"491003","37","F","0","1","8","1","1","0","0.17500000000000000000","0.25","0.37500000000000000000","443.8000000000000000","0.00014121957685477043","0"
"491124","54","M","0","0","8","3","4","0","0.25000000000000000000","0.25","0.00000000000000000000","229.3600000000000000","0.00014088476359931383","0"
"491141","49","F","0","0","8","5","4","0","0.20000000000000000000","0.125","0.00000000000000000000","313.0500000000000000","0.000025246881555672463","3"
"491175","55","F","1","1","10","4","4","0","","0","0.00000000000000000000","354.3075000000000000","","2"
"491182","46","F","0","0","9","5","5","0","0.10000000000000000000","0.2222222222222222","0.00000000000000000000","314.7080000000000000","0.000022490840791467895","3"
"491241","50","F","1","1","8","3","2","0","0.16666666666666666667","0.375","0.00000000000000000000","590.8200000000000000","0.000053387257978843626","0"
"491266","42","F","1","0","8","3","1","0","0.20000000000000000000","0.125","0.12500000000000000000","566.4200000000000000","0.000025995608109663134","3"
"491559","47","F","1","0","8","3","3","0","0.15000000000000000000","0.125","0.00000000000000000000","471.6366666666666667","0.00001851418458772116","0"
"491597","44","F","0","0","8","2","2","0","0.14166666666666666667","0.75","0.12500000000000000000","451.5250000000000000","0.00040638180408518763","2"
"491617","52","F","0","0","9","3","4","0","0.07500000000000000000","0.2222222222222222","0.22222222222222222222","675.0400000000000000","0.000026614860971543103","4"
"491706","43","M","0","0","8","2","1","0","0.16666666666666666667","0.375","0.25000000000000000000","557.2250000000000000","0.00007924148588216973","0"
"491772","54","F","0","0","8","3","4","0","0.10000000000000000000","0.375","0.25000000000000000000","616.6900000000000000","0.00003843871052430114","1"
"491925","52","M","0","0","8","5","5","0","","0","0.12500000000000000000","466.3740000000000000","","0"
"491930","41","F","0","0","8","3","3","0","","0","0.00000000000000000000","374.1233333333333333","","3"
"491995","17","M","0","0","8","1","2","1","0.15000000000000000000","0.25","0.12500000000000000000","","",""
"492209","41","F","1","0","8","4","3","0","","0","0.12500000000000000000","421.3575000000000000","","1"
"492211","21","M","0","0","8","1","1","0","0.10000000000000000000","0.25","0.37500000000000000000","140.8500000000000000","0.0002732442618974602","0"
"492287","37","F","0","0","9","2","2","0","0.20000000000000000000","0.2222222222222222","0.11111111111111111111","944.3450000000000000","0.00010663548648969775","3"
"492371","42","M","1","0","8","2","2","0","0.10000000000000000000","0.125","0.25000000000000000000","372.7300000000000000","0.000023177637047658747","1"
"492497","40","F","1","0","8","2","1","1","","0.125","0.12500000000000000000","5312.7200000000000000","","2"
"492614","18","F","0","0","8","0","0","0","0.23333333333333333333","0.375","0.25000000000000000000","","",""
"492999","29","F","0","0","8","1","1","0","","0","0.00000000000000000000","646.3000000000000000","","0"
"493177","46","F","1","0","8","4","4","0","","0","0.25000000000000000000","200.5975000000000000","","2"
"493409","28","M","0","0","8","4","4","0","","0","0.00000000000000000000","301.0225000000000000","","4"
"493476","41","F","0","1","8","1","1","0","0.15000000000000000000","0.5","0.12500000000000000000","157.0300000000000000","0.0007297708047911094","0"
"493718","53","F","1","1","9","3","4","0","0.25000000000000000000","0.1111111111111111","0.33333333333333333333","858.9200000000000000","0.000029579640557635708","0"
"494294","38","F","1","0","8","4","4","0","0.07500000000000000000","0.25","0.37500000000000000000","506.3325000000000000","0.000012639592512230588","3"
"494374","47","F","0","0","8","2","2","0","0.18333333333333333333","0.375","0.12500000000000000000","370.2150000000000000","0.00013911121703564694","1"
"494382","38","F","0","1","8","4","4","0","","0","0.12500000000000000000","225.6550000000000000","","1"
"494441","44","F","0","1","8","0","0","0","","0","0.25000000000000000000","","",""
"494463","34","F","0","1","8","4","2","0","0.30000000000000000000","0.125","0.12500000000000000000","247.7650000000000000","0.00005869196545639341","1"
"494484","17","F","0","0","8","1","3","0","0.10000000000000000000","0.375","0.25000000000000000000","998.6200000000000000","0.0001150521687189426","1"
"494590","27","F","0","0","8","3","4","0","0.15000000000000000000","0.375","0.37500000000000000000","204.5800000000000000","0.00009217878869738249","3"
"494630","17","F","0","0","9","0","1","0","0.05000000000000000000","0.2222222222222222","0.11111111111111111111","","",""
"494680","27","F","0","0","8","3","4","0","","0","0.12500000000000000000","353.7533333333333333","","1"
"494704","42","M","1","0","8","5","6","0","","0","0.12500000000000000000","301.1760000000000000","","2"
"494985","48","F","0","0","8","6","5","0","","0","0.00000000000000000000","332.2850000000000000","","2"
"495029","44","F","1","0","9","4","5","1","0.17500000000000000000","0.3333333333333333","0.22222222222222222222","321.7850000000000000","0.00005108250696322792","3"
"495042","47","F","1","0","8","4","5","0","0.10000000000000000000","0.25","0.12500000000000000000","543.0900000000000000","0.0000160352758994454","1"
"495080","33","F","1","0","8","1","1","0","0.12500000000000000000","0.25","0.12500000000000000000","224.0100000000000000","0.00020530786738832713","0"
"495272","32","F","0","0","9","2","3","0","0.21999999999999998000","0.5555555555555556","0.22222222222222222222","347.9050000000000000","0.0002951879426012327","1"
"495273","30","F","0","0","8","4","6","0","0.07500000000000000000","0.25","0.25000000000000000000","528.3425000000000000","0.00001698551729824486","5"
"495386","54","F","1","1","8","3","2","0","0.25000000000000000000","0.25","0.37500000000000000000","355.3800000000000000","0.00009043259794892707","2"
"495482","35","F","1","0","9","4","4","0","0.25000000000000000000","0.1111111111111111","0.11111111111111111111","342.5300000000000000","0.00003079993559792281","1"
"495592","54","M","1","1","9","0","0","0","0.15000000000000000000","0.2222222222222222","0.22222222222222222222","","",""
"495603","28","F","1","0","8","4","4","0","0.07500000000000000000","0.25","0.00000000000000000000","300.3875000000000000","0.00002132998027478226","1"
"495727","47","F","1","0","8","6","6","0","0.05000000000000000000","0.125","0.00000000000000000000","489.0283333333333333","0.0000037034696342862975","7"
"496016","42","F","1","0","8","4","4","0","0.22500000000000000000","0.25","0.37500000000000000000","226.4900000000000000","0.00009362603174732969","3"
"496074","28","F","0","0","8","0","0","0","","0","0.37500000000000000000","","",""
"496273","54","F","1","0","9","3","3","0","0.15000000000000000000","0.3333333333333333","0.33333333333333333333","454.5233333333333333","0.00005104177297027557","2"
"496286","39","M","0","0","8","3","2","0","","0","0.00000000000000000000","842.1233333333333333","","3"
"496332","45","F","0","0","8","4","4","0","0.25000000000000000000","0.125","0.12500000000000000000","406.8175000000000000","0.00003393171407036796","3"
"496382","42","F","0","0","8","4","2","0","0.05000000000000000000","0.25","0.25000000000000000000","189.5575000000000000","0.000019541460351389314","4"
"496408","43","F","0","0","10","6","5","1","0.10000000000000000000","0.3","0.20000000000000000000","344.0850000000000000","0.000014288105257511258","3"
"496566","46","F","0","0","8","3","2","0","","0","0.25000000000000000000","396.5966666666666667","","2"
"496899","22","F","0","0","8","3","3","1","","0.125","0.37500000000000000000","303.7033333333333333","","3"
"496972","33","F","0","0","9","3","1","0","0.17500000000000000000","0.2222222222222222","0.00000000000000000000","290.9766666666666667","0.00006562768523692944","1"
"497042","55","F","1","1","8","4","4","0","0.13333333333333333333","0.375","0.00000000000000000000","504.2050000000000000","0.00002899275182837146","0"
"497077","42","F","0","0","8","5","6","2","0.10000000000000000000","0.375","0.37500000000000000000","1187.6775000000000000","0.000004070570041722156","1"
"497108","47","F","0","0","8","3","3","0","0.15000000000000000000","0.125","0.12500000000000000000","273.8866666666666667","0.00004288493923085468","1"
"497225","47","F","1","0","8","5","5","0","0.17500000000000000000","0.25","0.00000000000000000000","326.8040000000000000","0.0000357153673625276","1"
"497475","46","F","1","0","8","4","1","0","0.15000000000000000000","0.125","0.12500000000000000000","1412.6800000000000000","0.000005510976852450759","3"
"497615","45","F","0","1","8","2","3","0","0.18333333333333333333","0.375","0.12500000000000000000","250.1400000000000000","0.0001524738312923578","2"
"497678","42","F","1","0","9","2","2","0","","0","0.22222222222222222222","363.9900000000000000","","1"
"497680","39","F","0","1","8","2","3","0","0.20000000000000000000","0.25","0.37500000000000000000","341.8450000000000000","0.00010051954889338195","1"
"497829","55","M","0","1","8","2","2","0","0.11250000000000000000","0.5","0.12500000000000000000","568.9750000000000000","0.00006792921040668919","1"
"497915","38","F","1","0","8","4","4","0","","0","0.25000000000000000000","328.3950000000000000","","4"
"498154","44","F","1","0","8","2","2","0","0.25000000000000000000","0.125","0.00000000000000000000","376.6450000000000000","0.000057211906403086666","1"
"498199","45","F","1","0","8","2","3","0","0.39999999999999990000","0.125","0.25000000000000000000","247.3600000000000000","0.00013621737091136288","0"
"498287","41","M","0","0","8","5","5","0","","0","0.12500000000000000000","642.1380000000000000","","4"
"498298","17","F","0","0","8","1","3","0","","0","0.12500000000000000000","298.0500000000000000","","2"
"498357","44","F","0","0","8","4","5","0","0.20000000000000000000","0.25","0.25000000000000000000","621.9925000000000000","0.000037677840433185785","4"
"498363","48","F","0","0","8","2","2","0","0.07500000000000000000","0.25","0.25000000000000000000","122.0300000000000000","0.00007055579974688036","0"
"498500","49","F","1","1","8","3","4","1","0.10000000000000000000","0.25","0.37500000000000000000","617.8000000000000000","0.000013801086662850917","1"
"498574","37","F","1","0","8","3","3","0","0.12500000000000000000","0.25","0.12500000000000000000","215.6533333333333333","0.00007202163786599411","2"
"498607","42","F","1","0","8","2","2","0","0.10000000000000000000","0.375","0.00000000000000000000","602.2800000000000000","0.00006945188351435641","2"
"498665","35","F","0","0","8","7","7","1","0.07500000000000000000","0.375","0.12500000000000000000","241.5057142857142857","0.000013605276011218363","4"
"498857","36","F","1","0","8","3","2","0","0.20000000000000000000","0.125","0.12500000000000000000","384.1333333333333333","0.00003392744611334683","2"
"498931","58","F","1","1","8","2","2","0","0.10000000000000000000","0.375","0.00000000000000000000","130.6500000000000000","0.00018727520330193633","0"
"499028","36","F","1","0","8","3","3","0","","0","0.00000000000000000000","137.7700000000000000","","1"
"499038","30","F","0","0","8","3","3","0","","0","0.12500000000000000000","395.8333333333333333","","3"
"499252","39","F","1","0","8","1","1","0","0.05000000000000000000","0.125","0.25000000000000000000","216.2100000000000000","0.00004247913667620701","2"
"499313","45","F","0","0","8","1","1","0","0.29999999999999995000","0.25","0.00000000000000000000","100.1200000000000000","0.0011354361462473739","1"
"499366","47","F","0","0","8","4","3","0","0.20000000000000000000","0.125","0.00000000000000000000","655.4575000000000000","0.000027183035662352747","5"
"499375","42","F","0","0","8","5","5","0","0.10000000000000000000","0.125","0.12500000000000000000","497.0260000000000000","0.00000898964761159504","3"
"499379","65","F","1","0","9","1","2","0","0.15000000000000000000","0.2222222222222222","0.33333333333333333333","499.2300000000000000","0.00010444690547605417","0"
"499461","50","F","0","0","8","2","2","0","","0","0.12500000000000000000","162.7300000000000000","","0"
"499475","37","F","1","0","8","3","3","0","0.15000000000000000000","0.25","0.00000000000000000000","190.2733333333333333","0.00009299045223605002","0"
"499633","30","F","0","0","8","4","3","0","0.05000000000000000000","0.125","0.37500000000000000000","300.3975000000000000","0.00000683004332646906","5"
"499634","34","F","0","1","9","1","1","0","0.15000000000000000000","0.1111111111111111","0.00000000000000000000","161.8300000000000000","0.0001518514654577985","1"
"499659","57","F","1","1","8","0","1","0","","0","0.25000000000000000000","","",""
"499669","31","F","1","1","10","1","1","0","0.07500000000000000000","0.2","0.10000000000000000000","168.9800000000000000","0.00007581493462558209","1"
"499751","52","F","1","0","9","3","4","0","","0","0.00000000000000000000","489.6433333333333333","","4"
"499760","49","F","1","1","8","0","0","0","0.05000000000000000000","0.125","0.12500000000000000000","","",""
"499780","36","F","0","1","8","0","0","0","0.10000000000000000000","0.125","0.00000000000000000000","","",""
"499810","45","M","1","0","9","2","3","0","0.05000000000000000000","0.1111111111111111","0.11111111111111111111","384.4800000000000000","0.00001274745624016236","1"
"499847","49","F","1","1","9","3","3","0","0.12500000000000000000","0.2222222222222222","0.11111111111111111111","328.0933333333333333","0.00004909480635402303","0"
"499969","25","F","0","0","8","0","1","0","0.10000000000000000000","0.125","0.12500000000000000000","","",""
"499979","49","F","1","0","10","5","4","0","0.05000000000000000000","0.1","0.10000000000000000000","658.6500000000000000","0.000003688016589586155","1"
"499990","36","F","0","0","8","4","3","1","0.25000000000000000000","0.25","0.25000000000000000000","935.9700000000000000","0.000019764059195568314","3"
"500078","45","F","1","0","8","2","2","0","","0","0.00000000000000000000","163.8900000000000000","","2"
"500196","51","F","1","0","8","2","2","0","0.05000000000000000000","0.125","0.12500000000000000000","675.0850000000000000","0.00001082701864772883","1"
"500243","24","F","0","0","9","1","1","0","0.20000000000000000000","0.1111111111111111","0.22222222222222222222","150.6000000000000000","0.0002119955704288053","0"
"500257","44","F","0","0","8","2","2","0","0.05000000000000000000","0.125","0.12500000000000000000","356.2950000000000000","0.000012806317235963272","1"
"500288","17","F","0","1","8","0","0","0","","0","0.12500000000000000000","","",""
"500299","18","F","0","0","8","0","1","0","","0","0.00000000000000000000","","",""
"500493","41","F","0","1","8","2","2","0","","0","0.12500000000000000000","447.5500000000000000","","1"
"500532","36","F","1","1","8","0","1","0","0.30000000000000000000","0.125","0.25000000000000000000","","",""
"500646","47","F","1","0","8","1","3","0","0.11666666666666666667","0.375","0.50000000000000000000","254.2500000000000000","0.0002337782471864992","1"
"500745","28","F","0","0","8","2","3","0","0.07500000000000000000","0.25","0.12500000000000000000","424.1550000000000000","0.000030801220322305585","1"
"500773","26","F","0","0","8","3","4","0","0.07500000000000000000","0.25","0.25000000000000000000","322.8000000000000000","0.00002912146227967859","0"
"500791","72","F","1","0","8","0","1","0","0.12500000000000000000","0.25","0.25000000000000000000","","",""
"500828","45","F","1","0","8","3","2","0","0.22499999999999995000","0.25","0.12500000000000000000","415.1700000000000000","0.00006416953091815491","1"
"500972","41","F","1","1","8","3","3","0","0.11666666666666666667","0.375","0.00000000000000000000","821.3900000000000000","0.00004764436140539884","2"
"500974","41","F","0","0","8","5","6","0","","0","0.12500000000000000000","549.9900000000000000","","2"
"501087","56","F","1","0","8","2","2","0","0.15000000000000000000","0.5","0.12500000000000000000","367.6350000000000000","0.00014242013832079916","1"
"501125","45","M","1","1","8","2","2","0","","0","0.00000000000000000000","204.0000000000000000","","1"
"501184","55","F","1","1","8","3","4","0","0.30000000000000000000","0.25","0.00000000000000000000","596.0633333333333333","0.00005766285161679703","2"
"501322","53","F","1","1","9","3","4","0","0.05000000000000000000","0.2222222222222222","0.33333333333333333333","618.5700000000000000","0.000008715913607982348","3"
"501344","49","M","0","0","8","1","0","0","0.15000000000000000000","0.125","0.25000000000000000000","95.5900000000000000","0.00026705787195597375","0"
"501436","30","F","1","0","8","5","4","1","0.10000000000000000000","0.25","0.12500000000000000000","495.9840000000000000","0.000012948819767255958","6"
"501512","34","F","1","1","8","2","2","0","0.26666666666666666667","0.375","0.50000000000000000000","415.9750000000000000","0.00016884550927928632","1"
"501708","23","F","0","0","8","2","1","1","0.07500000000000000000","0.375","0.37500000000000000000","2078.2300000000000000","0.000005067355180903567","2"
"501735","33","F","0","0","8","3","3","0","0.15000000000000000000","0.25","0.00000000000000000000","323.0266666666666667","0.00005581724759549867","3"
"501764","46","F","1","0","8","2","2","0","0.35000000000000000000","0.125","0.25000000000000000000","281.6850000000000000","0.00011327571107711034","1"
"501780","17","M","0","1","8","0","0","0","","0","0.12500000000000000000","","",""
"501794","42","F","1","0","8","4","4","0","","0","0.12500000000000000000","188.1125000000000000","","3"
"501817","49","F","1","0","9","3","3","0","","0","0.00000000000000000000","400.5600000000000000","","2"
"501830","33","F","1","1","9","1","2","0","0.22500000000000000000","0.2222222222222222","0.00000000000000000000","422.9700000000000000","0.00020704563460765063","0"
"501897","43","F","1","1","8","0","1","0","0.11666666666666666667","0.375","0.25000000000000000000","","",""
"501947","51","F","1","1","10","5","5","1","0.20000000000000000000","0.2","0.30000000000000000000","277.2320000000000000","0.000027232907095491195","2"
"502063","48","F","1","0","8","1","1","0","","0","0.00000000000000000000","690.7300000000000000","","0"
"502145","38","F","0","0","10","4","4","0","0.12500000000000000000","0.2","0.00000000000000000000","723.7275000000000000","0.000020576886236251412","3"
"502210","42","F","1","0","8","4","5","1","","0.125","0.12500000000000000000","274.8775000000000000","","2"
"502212","24","F","0","0","8","1","1","0","0.15000000000000000000","0.125","0.00000000000000000000","715.3500000000000000","0.00003742778085452366","0"
"502353","38","F","0","0","8","4","4","0","","0","0.12500000000000000000","1211.5425000000000000","","2"
"502412","54","F","1","1","8","2","3","0","0.17000000000000000000","0.625","0.25000000000000000000","433.1100000000000000","0.00017226732274050894","1"
"502435","39","F","1","1","8","2","2","0","0.16666666666666666667","0.375","0.25000000000000000000","395.6700000000000000","0.00014965424563246428","2"
"502444","34","F","0","0","8","6","5","0","","0","0.12500000000000000000","255.6000000000000000","","2"
"502609","49","F","1","0","9","5","5","0","0.10000000000000000000","0.1111111111111111","0.00000000000000000000","187.4780000000000000","0.000019146421282959197","0"
"502626","37","F","1","1","8","2","2","0","","0","0.25000000000000000000","260.6150000000000000","","2"
"502799","46","F","1","0","8","4","4","0","0.15000000000000000000","0.25","0.25000000000000000000","251.5600000000000000","0.00005415710447381899","3"
"502819","35","F","1","0","8","0","0","0","0.20000000000000000000","0.125","0.00000000000000000000","","",""
"502826","47","F","1","1","8","3","1","0","","0","0.00000000000000000000","393.3133333333333333","","1"
"502847","50","F","1","0","8","4","5","0","","0","0.12500000000000000000","270.4725000000000000","","2"
"502850","41","F","0","1","8","0","0","0","0.05000000000000000000","0.125","0.50000000000000000000","","",""
"502875","45","F","1","1","8","3","2","0","0.10000000000000000000","0.125","0.25000000000000000000","449.3933333333333333","0.000016069536027663145","2"
"502995","67","F","0","0","9","0","0","0","0.13333333333333333333","0.3333333333333333","0.00000000000000000000","","",""
"503042","25","F","0","0","8","1","1","0","0.20000000000000000000","0.125","0.25000000000000000000","181.5100000000000000","0.0002027496269684263","1"
"503049","71","F","0","0","8","0","0","0","0.10000000000000000000","0.125","0.00000000000000000000","","",""
"503058","25","F","0","0","10","2","3","0","0.30000000000000000000","0.1","0.10000000000000000000","398.0150000000000000","0.00005811855245505997","1"
"503126","25","F","0","0","8","0","1","0","0.15000000000000000000","0.125","0.00000000000000000000","","",""
"503161","46","F","1","0","9","0","0","0","0.23333333333333333333","0.3333333333333333","0.11111111111111111111","","",""
"503277","54","F","0","0","8","3","3","0","","0","0.25000000000000000000","530.4966666666666667","","4"
"503342","42","F","1","0","8","4","4","1","0.20000000000000000000","0.375","0.25000000000000000000","242.8475000000000000","0.00007894799034609903","1"
"503418","39","F","0","0","9","5","5","0","0.12500000000000000000","0.2222222222222222","0.00000000000000000000","287.5480000000000000","0.00002792373169863281","2"
"503483","19","F","0","1","8","0","0","0","","0","0.00000000000000000000","","",""
"503621","40","F","1","0","8","1","2","0","","0","0.00000000000000000000","416.1300000000000000","","0"
"503760","38","F","1","0","8","4","5","0","0.08333333333333333333","0.375","0.12500000000000000000","509.2100000000000000","0.00004079583582746372","2"
"503773","17","F","0","1","8","0","0","0","","0","0.00000000000000000000","","",""
"503918","25","F","0","0","8","0","0","0","0.08333333333333333333","0.375","0.12500000000000000000","","",""
"503928","45","F","1","1","8","2","2","0","0.20000000000000000000","0.125","0.12500000000000000000","241.0700000000000000","0.00008333764333685898","0"
"503945","46","F","0","0","8","3","2","0","0.15000000000000000000","0.375","0.00000000000000000000","697.0900000000000000","0.00005261109786610336","1"
"503973","44","F","0","0","9","3","3","0","0.16666666666666666667","0.3333333333333333","0.11111111111111111111","151.1633333333333333","0.00019505189119208965","1"
"504081","43","F","1","1","10","2","1","0","0.12500000000000000000","0.2","0.10000000000000000000","494.5900000000000000","0.00004341459497112018","1"
"504133","44","F","1","0","8","3","3","0","0.10000000000000000000","0.125","0.00000000000000000000","540.6233333333333333","0.00001710011441104","2"
"504240","44","F","0","0","8","6","5","0","0.15000000000000000000","0.125","0.25000000000000000000","504.0633333333333333","0.00000942276864255061","1"
"504299","40","F","1","1","8","3","3","0","0.15000000000000000000","0.125","0.00000000000000000000","529.1466666666666667","0.00001838008239747527","2"
